user_id,username,user_url
1,Xinil,https://myanimelist.net/profile/Xinil
3,Aokaado,https://myanimelist.net/profile/Aokaado
4,Crystal,https://myanimelist.net/profile/Crystal
9,Arcane,https://myanimelist.net/profile/Arcane
